City,Country,Participants,Period,Mean_Radiance,Total_Radiance,Max_Radiance,Pixel_Count,Coords
Abidjan,Côte d'Ivoire,9162,Before (2014-2016),3.129841627601689,8800.955096262382,75.17314147949219,2921,"[-4.024429, 5.345317]"
Abidjan,Côte d'Ivoire,9162,After (2021-2023),5.67165805423905,15948.413305168415,96.45875549316406,2921,"[-4.024429, 5.345317]"
Johannesburg,South Africa,11800,Before (2014-2016),19.49937832646813,60842.036722396166,125.01347351074219,3232,"[28.034088, -26.195246]"
Johannesburg,South Africa,11800,After (2021-2023),16.032925683203207,50025.997590949024,83.52625274658203,3232,"[28.034088, -26.195246]"
